Pclass,Sex,Age,SibSp,Parch,Fare,Survived
1,1,0.2875,0,1,0.123667166,1
2,0,0.425,0,1,0.04489301,1
2,1,0.425,1,0,0.05074862,0
3,0,0.35,0,0,0.015411575,0
3,1,0.3625,0,0,0.015411575,0
1,1,0.2625,0,1,0.150855153,0
3,1,0.4125,0,0,0.016891873,0
3,1,0.4625,2,0,0.01546857,0
3,1,0.35,0,0,0.015411575,0
3,0,0.2625,0,0,0.014931806,1
3,1,0.3625,0,0,0.015175789,1
3,1,0.475,0,0,0.015411575,0
3,0,0.3625,1,0,0.047137661,1
1,1,0.5875,0,0,0.10149724,0
3,0,0.175,1,0,0.028212719,0
3,1,0.275,0,0,0.015712554,0
3,0,0.25,1,0,0.019177123,0
3,0,0.2125,0,0,0.028220722,0
3,1,0.2625,0,0,0.01546857,0
3,1,0.875,0,0,0.015126993,0
2,1,0.3625,1,0,0.04098927,0
1,1,0.3,0,1,0.483128426,0
3,0,0.025,4,2,0.061044735,0
2,1,0.2625,2,0,0.143462446,0
3,1,0.3625,0,0,0.015712554,0
2,1,0.4,1,0,0.058694293,0
2,0,0.4,0,0,0.02537431,1
1,1,0.675,0,1,0.150855153,0
3,1,0.15,1,0,0.021942337,1
3,1,0.3625,0,0,0.015126993,0
3,1,0.3,0,0,0.01393967,1
3,0,0.3625,1,1,0.043640495,1
3,1,0.5625,0,0,0.013614293,0
3,1,0.4125,0,0,0.015411575,0
3,1,0.25,0,0,0.013760684,0
3,0,0.5875,1,0,0.028302115,0
2,0,0.3625,1,0,0.05074862,1
2,1,0.3125,0,0,0.02537431,0
2,1,0.2875,0,0,0.029367446,0
1,0,0.2375,0,2,0.051301585,1
1,1,0.4625,1,0,0.103644297,0
3,1,0.2,0,0,0.0179898,0
1,1,0.3,0,0,0.154588105,0
3,0,0.3625,0,2,0.02975782,0
3,0,0.275,0,0,0.015126993,1
3,0,0.3,1,0,0.03093714,1
3,1,0.2375,0,0,0.013175123,0
2,1,0.225,0,0,0.022446505,0
2,1,0.2375,1,1,0.071731223,0
3,1,0.3375,0,0,0.015216388,1
3,0,0.1125,2,2,0.067095532,0
2,1,0.45,0,2,0.05074862,0
2,1,0.525,0,0,0.02537431,0
2,1,0.6375,0,0,0.024447172,0
1,0,0.275,1,0,0.129994543,1
3,1,0.6875,0,0,0.015712554,0
3,1,0.5,0,2,0.028302115,0
3,1,0.3625,0,0,0.014273049,0
1,1,0.6375,0,1,0.11980422,0
3,0,0.2,0,0,0.015094396,1
3,1,0.375,0,0,0.015712554,0
3,1,0.3625,0,0,0.016908074,0
3,1,0.3625,8,2,0.135752559,0
3,1,0.55,0,1,0.031425107,0
2,0,0.5,0,0,0.030741953,1
3,1,0.325,0,0,0.015175789,0
3,1,0.2125,0,0,0.016908074,0
3,1,0.0125,4,1,0.077464841,0
3,1,0.1125,0,2,0.040062132,1
1,0,0.3625,0,1,0.10735285,1
3,0,0.5625,1,4,0.054457173,0
1,1,0.3625,0,0,0.05060223,0
3,1,0.35,0,0,0.110272458,0
1,1,0.7625,0,0,0.065387645,0
3,1,0.05,4,1,0.056848214,0
3,0,0.0125,1,1,0.021730754,1
3,1,0.2625,0,0,0.01546857,0
1,1,0.7,0,0,0.059914211,0
3,1,0.225,1,1,0.015330377,0
3,1,0.3625,3,1,0.049707688,0
1,0,0.625,0,0,0.056043068,0
2,1,0.375,0,0,0.02537431,0
3,1,0.45,0,0,0,0
3,0,0.3625,8,2,0.135752559,0
2,1,0.3625,0,0,0.029375644,0
3,1,0.1125,4,2,0.06126432,0
2,1,0.0125,2,1,0.07612293,1
3,0,0.05,0,2,0.042989937,1
1,1,0.3625,0,0,0.0975935,0
3,0,0.3625,1,0,0.030253985,1
1,1,0.5625,0,0,0.051822149,1
3,1,0.5,1,1,0.030253985,0
3,1,0.45,0,0,0.015411575,0
2,0,0.4,0,0,0.02537431,1
2,1,0.2375,0,0,0.02537431,0
3,0,0.2375,1,0,0.015330377,1
2,1,0.0375,1,1,0.05074862,1
1,0,0.55,0,0,0.054107398,1
1,0,0.725,0,0,0.285989555,1
3,1,0.3625,0,0,0.015126993,0
3,1,0.525,0,1,0.016403906,0
3,0,0.3625,0,0,0.015126993,1
2,0,0.3,0,0,0.02537431,0
3,1,0.35,0,0,0.018542765,0
3,1,0.3625,8,2,0.135752559,0
3,1,0.425,0,0,0.012678957,0
3,1,0.5625,0,0,0.014102261,0
3,1,0.225,0,0,0.015712554,1
3,0,0.025,0,1,0.02042144,0
3,1,0.4,1,0,0.03093714,0
3,1,0.325,0,0,0.036670758,1
3,0,0.2,0,0,0.015126993,1
1,1,0.5,0,0,0.06050797,1
3,1,0.3,0,0,0.013760684,0
2,0,0.4375,0,0,0.04098927,1
3,1,0.275,0,0,0.014151058,0
2,1,0.375,0,0,0.02537431,0
3,1,0.3625,1,0,0.015126993,0
1,0,0.3875,1,0,0.221098075,1
3,0,0.3375,0,0,0.01546857,1
2,1,0.525,1,0,0.05270049,0
1,0,0.4,0,0,0.148911481,1
2,1,0.375,0,0,0.020494635,0
3,1,0.2,0,0,0.015712554,1
2,1,0.3375,0,0,0.02537431,0
3,1,0.6375,0,0,0.015712554,0
3,1,0.3625,0,0,0.015411575,0
1,1,0.475,1,0,0.175668301,1
3,1,0.275,0,0,0.018249985,0
2,1,0.2375,0,0,0.020494635,1
3,1,0.25,0,0,0.014151058,0
2,1,0.225,0,0,0.02537431,0
3,0,0.3625,3,1,0.049707688,0
1,0,0.4375,1,0,0.162932349,1
3,1,0.3625,0,0,0.015175789,0
2,1,0.7375,0,0,0.026350245,0
3,0,0.0625,4,2,0.06126432,1
2,1,0.3,0,0,0.020494635,0
3,0,0.3625,0,0,0.014736619,0
2,1,0.55,1,0,0.05074862,0
2,0,0.1,0,2,0.051236588,1
2,1,0.2375,0,0,0.020494635,0
2,1,0.4125,0,0,0.023959204,0
3,0,0.3625,1,0,0.028212719,0
3,0,0.3625,1,0,0.030253985,1
2,1,0.3625,0,0,0.020494635,0
3,1,0.275,0,0,0.013907074,0
3,1,0.375,0,0,0.014102261,0
1,1,0.55,2,0,0.175668301,0
3,0,0.3125,0,0,0.015175789,0
2,0,0.3,0,2,0.028302115,1
1,1,0.4625,1,1,0.102578967,1
2,1,0.675,1,0,0.05074862,0
3,1,0.3625,0,0,0.014151058,0
3,0,0.3625,1,1,0.02042144,0
1,1,0.775,0,0,0.051822149,0
3,1,0.375,1,0,0.031425107,0
3,0,0.5125,0,2,0.039452173,0
3,0,0.3625,0,2,0.02975782,1
1,0,0.3625,0,0,0.154588105,1
1,0,0.375,0,0,0.168836756,1
1,0,0.4375,0,0,1,1
2,0,0.625,0,1,0.05074862,1
3,1,0.3625,0,0,0.015126993,0
3,1,0.0375,4,2,0.06126432,1
1,1,0.65,1,1,0.155466446,0
1,1,0.5,0,0,0,0
3,0,0.3625,0,0,0.015126993,0
2,1,0.45,0,0,0.020494635,0
3,1,0.2,4,1,0.077464841,0
3,1,0.3125,1,0,0.015175789,1
1,0,0.725,0,1,0.299538851,1
1,0,0.4375,0,0,0.26473857,1
1,1,0.3625,0,0,0.06050797,0
3,1,0.3125,0,0,0,1
2,0,0.5125,0,1,0.038061465,1
1,1,0.4625,0,1,0.057970539,0
3,0,0.3625,0,0,0.015126993,1
1,0,0.7875,1,0,0.152164468,1
3,0,0.5625,0,0,0.015126993,0
2,1,0.3625,0,0,0,0
3,1,0.0875,4,1,0.056848214,0
3,0,0.4375,1,1,0.039525368,1
3,1,0.8125,0,0,0.015126993,0
3,1,0.35,0,0,0.015330377,0
3,1,0.2,0,0,0.018542765,0
3,1,0.2375,0,0,0.015712554,1
1,1,0.3625,0,0,0.05074862,0
3,1,0.4125,0,0,0.016908074,0
3,1,0.375,0,0,0.018542765,1
3,1,0.275,0,0,0.015411575,0
2,1,0.525,0,0,0.02537431,1
3,0,0.275,0,0,0.015126993,1
1,0,0.325,0,0,0.15390495,1
1,0,0.2375,1,0,0.177774759,1
2,1,0.45,0,0,0.025130326,0
3,0,0.3,0,0,0.01727405,0
3,1,0.3,0,0,0.015411575,0
1,1,0.3625,0,0,0.054107398,0
3,1,0.2875,0,0,0.014110459,0
1,0,0.025,1,2,0.2958059,0
1,1,0.3625,0,0,0.059532035,1
1,0,0.625,0,1,0.483128426,1
3,0,0.3625,0,0,0.015126993,1
3,1,0.3625,2,0,0.045380978,1
3,1,0.2375,0,0,0,0
2,0,0.3625,0,0,0.024105595,1
3,1,0.3625,0,0,0.015712554,0
1,1,0,1,2,0.2958059,1
1,0,0.3625,0,0,0.216429788,1
1,0,0.2125,1,0,0.212558644,1
2,1,0.375,1,0,0.04684488,0
1,0,0.375,0,0,0.111118398,1
1,0,0.3,0,0,0.162314192,1
1,0,0.225,2,2,0.512121894,1
2,0,0.325,1,1,0.05074862,0
3,1,0.35,0,0,0.015411575,0
2,1,0.5375,1,1,0.051236588,0
3,0,0.325,0,0,0.015330377,1
2,0,0.3,1,0,0.05074862,1
2,1,0.675,0,0,0.02732618,0
1,0,0.3875,0,2,0.321798367,1
1,0,0.5,1,1,0.262526516,1
3,1,0.275,0,0,0.014151058,0
3,1,0.3375,0,0,0.015411575,0
2,0,0.375,0,0,0.024105595,1
2,0,0.275,1,1,0.05660423,1
3,1,0.3625,8,2,0.135752559,0
1,0,0.45,0,0,0.26473857,1
3,1,0.7625,0,0,0.012174789,0
2,0,0.45,0,0,0.02537431,1
3,0,0.3875,1,1,0.040062132,1
1,0,0.2,0,1,0.113167862,1
3,0,0.3625,2,0,0.045380978,1
1,1,0.5625,0,0,0.055628295,0
1,1,0.475,0,1,0.299538851,0
3,1,0.2,2,0,0.03513366,0
1,0,0.3625,1,0,0.260867427,1
3,1,0.3625,0,0,0.015411575,0
1,1,0.3625,1,0,0.129994543,0
1,0,0.5125,0,0,0.262526516,1
3,1,0.5625,0,0,0.015712554,1
1,1,0.5625,0,0,0.069291385,0
2,1,0.025,1,1,0.05074862,1
1,0,0.3,3,2,0.513341812,1
2,1,0.35,0,0,0.02537431,0
2,1,0.3125,0,0,0.02537431,0
2,1,0.45,0,0,0.02537431,0
2,0,0.3,0,0,0.02537431,1
2,0,0.5,0,0,0.02537431,1
3,0,0.3625,1,0,0.031425107,1
3,1,0.0375,1,1,0.031034733,1
3,1,0.525,0,0,0.016908074,0
3,1,0.2875,0,0,0.018006001,0
1,1,0.3625,0,0,0.06831545,0
3,1,0.1875,1,1,0.014110459,0
3,1,0.3125,1,0,0.034743286,0
3,1,0.3625,0,0,0.014102261,0
3,1,0.35,0,0,0.018542765,0
1,0,0.275,0,1,0.10735285,1
2,0,0.475,0,0,0.02537431,0
3,0,0.3625,0,0,0.015379174,1
3,0,0.3625,0,0,0.015379174,1
3,1,0.5,1,4,0.054457173,0
2,1,0.3625,1,0,0.054107398,0
3,0,0.5625,0,1,0.028212719,0
3,1,0.4375,0,0,0.013760684,0
3,1,0.3625,1,0,0.030253985,0
3,1,0.375,0,0,0.014151058,0
1,0,0.75,1,0,0.146878218,1
3,0,0.3625,0,0,0.014110459,1
3,0,0.3625,0,0,0.015126993,1
1,0,0.3,0,0,0.135264592,1
1,1,0.3125,1,0,0.108214991,1
3,1,0.225,1,0,0.012678957,0
3,1,0.2375,0,0,0.015712554,0
1,1,0.275,0,0,0.26473857,0
3,0,0.0375,3,1,0.04113566,0
1,0,0.3625,1,0,0.16038672,1
3,0,0.275,0,0,0.014151058,1
1,1,0.3375,0,2,0.412820507,0
3,1,0.25,0,0,0.007831878,0
3,1,0.2375,0,0,0.015175789,0
1,0,0.525,0,0,0.444099224,1
3,0,0.0125,0,2,0.030725752,1
3,1,0.4,0,0,0.01546857,0
1,0,0.4375,1,0,0.10149724,1
3,1,0.3625,0,0,0.015411575,0
2,1,0.225,0,0,0.143462446,0
3,1,0.0125,5,2,0.091542703,0
2,0,0.45,0,0,0.02537431,1
3,1,0.3625,0,0,0.015086394,0
2,0,0.2125,0,0,0.02342244,1
1,1,0.45,1,2,0.234224401,1
3,1,0.2625,0,0,0.015216388,1
3,1,0.35,2,0,0.01546857,0
1,0,0.2875,1,0,0.221098075,1
3,0,0.3,0,2,0.032596229,1
3,1,0.275,0,0,0.015216388,0
3,0,0.3875,0,0,0.015330377,0
2,1,0.575,0,0,0.05074862,0
2,1,0.2875,0,0,0.020494635,0
2,0,0.35,0,0,0.024691156,1
3,1,0.4875,0,0,0.01546857,1
3,1,0.325,0,0,0.015712554,0
3,0,0.2625,1,0,0.019177123,0
3,1,0.35,1,0,0.03093714,0
3,0,0.25,0,0,0.016908074,0
2,1,0.425,1,0,0.04098927,0
3,1,0.6375,0,0,0.015126993,0
2,1,0.0375,1,1,0.036597563,1
3,1,0.2625,0,0,0.015175789,0
3,0,0.3625,3,1,0.049707688,0
3,1,0.3625,0,0,0.015411575,0
3,1,0.3625,0,0,0.01338651,0
1,0,0.4125,1,0,0.175668301,1
2,1,0.3625,0,0,0,0
3,1,0.55,0,0,0.01546857,1
3,0,0.3625,0,0,0.015712554,0
2,0,0.425,1,1,0.063435775,1
2,0,0.225,0,2,0.02537431,1
2,1,0.375,0,0,0.02537431,0
3,0,0.125,0,2,0.047137661,0
3,1,0.3625,0,0,0.015411575,0
3,1,0.2625,0,0,0.015094396,0
3,1,0.3625,0,0,0.015370976,0
3,0,0.35,1,1,0.028106928,0
3,1,0.225,1,1,0.039452173,0
3,1,0.3625,0,0,0.014151058,0
2,0,0.35,1,0,0.05074862,1
2,0,0.2375,0,0,0.05074862,1
3,1,0.3625,0,0,0.015126993,0
3,1,0.4,0,0,0.015712554,1
1,1,0.35,0,0,0.051822149,1
3,0,0.3625,1,0,0.031425107,1
2,0,0.525,1,0,0.05074862,1
3,1,0.2125,0,0,0.013907074,0
1,1,0.625,1,0,0.109109533,0
1,0,0.175,1,2,0.234224401,1
3,0,0.2625,2,2,0.067095532,0
2,0,0.3,2,3,0.036597563,1
1,1,0.8,1,4,0.513341812,0
2,1,0.3875,0,0,0.020494635,0
2,0,0.5625,1,1,0.051236588,1
3,1,0.25,0,0,0.018542765,0
3,1,0.3125,1,0,0.015175789,0
2,0,0.35,0,0,0.02537431,1
3,1,0.3625,0,0,0.015834545,1
1,1,0.05,0,2,0.159776761,1
2,0,0.1625,0,1,0.038061465,1
1,1,0.425,0,0,0.051822149,1
3,0,0.0625,2,1,0.037589698,1
1,1,0.65,0,0,0.059532035,1
2,1,0.45,1,2,0.054164393,0
3,1,0.3625,1,0,0.038972403,0
1,1,0.375,0,0,0.054164393,0
1,1,0.6125,1,0,0.173919816,1
3,1,0.3625,0,0,0.015712554,0
3,1,0.3625,0,0,0.015411575,1
1,1,0.8125,0,0,0.051822149,0
1,0,0.3625,1,0,0.101228858,1
2,0,0.625,0,0,0.020494635,1
3,1,0.3625,0,0,0.015126993,0
1,1,0.6,0,0,0.051822149,1
3,1,0.425,0,0,0.015712554,0
1,1,0.5875,0,0,0.075146995,0
2,1,0.6,0,0,0.02537431,0
3,1,0.3625,0,0,0.015712554,0
3,1,0.475,0,0,0.013760684,0
2,1,0.3625,0,0,0,0
1,1,0.7,0,0,0.051822149,0
3,1,0.3625,0,0,0.015078196,0
3,0,0,2,1,0.037589698,1
3,1,0.3625,0,0,0.014151058,0
3,1,0.475,0,0,0.016908074,0
2,0,0.4125,1,2,0.054164393,1
2,0,0.2875,0,0,0.026919606,1
3,0,0.275,0,0,0.019201521,0
1,1,0.3625,0,0,0.10149724,0
2,1,0.425,1,0,0.04098927,0
3,1,0.3625,1,0,0.013752486,0
3,1,0.275,0,0,0.014679624,0
3,0,0.025,0,1,0.023983603,1
3,1,0.1125,5,2,0.091542703,0
2,1,0.3625,0,0,0,0
3,1,0.625,0,0,0.015712554,0
3,0,0.7875,0,0,0.018713554,1
1,1,0.3125,1,0,0.177774759,1
3,0,0.3625,3,1,0.049707688,0
1,0,0.4375,1,0,0.175668301,1
1,1,0.725,0,0,0.057970539,0
3,1,0.375,0,0,0.015712554,0
3,1,0.1125,1,1,0.031034733,1
3,1,0.3625,1,0,0.038972403,0
3,1,0.2625,0,0,0.014151058,0
1,1,0.6875,0,0,0.059532035,0
1,1,0.8875,0,0,0.096625763,0
3,1,0.2625,0,0,0.015712554,0
3,1,0.3625,0,0,0.028220722,0
1,0,0.675,1,0,0.152766424,1
3,1,0.3625,0,0,0.029473237,0
1,0,0.3125,1,2,0.2958059,0
3,1,0.3,0,0,0.015216388,0
3,1,0.2125,0,0,0.016908074,0
3,0,0.2625,0,0,0.015126993,0
3,0,0.3625,0,0,0.014891207,0
3,0,0.4625,0,0,0.018713554,0
1,0,0.2,0,0,0.168836756,1
1,1,0.225,1,0,0.212558644,0
2,0,0.4125,0,2,0.05074862,1
1,1,0.3625,0,0,0.051822149,1
3,1,0.35,0,0,0.043965872,0
3,1,0.325,0,0,0.110272458,1
3,1,0.3625,0,0,0.015126993,1
3,1,0.3625,0,0,0.015712554,0
1,1,0.45,0,0,0.051309783,1
1,0,0.675,1,0,0.115941079,1
3,1,0.3,0,0,0.014630827,0
1,1,0.5875,0,0,0.066404179,0
2,0,0.425,0,0,0.020494635,1
3,1,0.3625,0,0,0.047137661,0
2,0,0.45,1,0,0.05074862,1
3,1,0.4,0,0,0.015411575,0
1,0,0.375,0,0,0.182499846,1
3,1,0.275,0,0,0.015411575,0
3,1,0.3625,0,0,0.014102261,0
1,0,0.55,0,1,0.113167862,1
3,1,0.3625,0,0,0.014110459,0
3,1,0.5,0,0,0.015126993,0
2,0,0.625,0,0,0.020494635,1
1,1,0.3625,0,0,0.432884169,0
3,1,0.4875,0,0,0.01546857,0
2,1,0.2875,2,1,0.022446505,0
2,0,0.025,1,1,0.05074862,1
3,1,0.3625,0,0,0.014110459,0
3,1,0.2125,1,1,0.014110459,0
3,0,0.3625,0,2,0.043640495,1
3,0,0.375,0,0,0.016908074,0
2,0,0.0875,0,2,0.051236588,1
1,1,0.5625,0,0,0.051822149,0
1,0,0.375,0,0,0.207727766,1
3,1,0.3625,0,0,0.028302115,0
1,0,0.275,0,2,0.096617565,1
1,0,0.45,0,2,0.138582771,1
3,0,0.1125,4,2,0.061044735,0
3,0,0.1375,4,2,0.061044735,0
2,1,0.4,1,0,0.05074862,1
1,1,0.625,1,0,0.207727766,0
1,1,0.8,0,0,0.05074862,0
2,0,0.2375,1,0,0.05074862,1
2,1,0.3625,0,0,0.027057798,1
3,1,0.4125,1,1,0.040062132,0
2,1,0.1,1,1,0.071731223,1
1,1,0.2125,0,2,0.216429788,1
2,1,0.3375,0,0,0.05074862,0
3,1,0.3625,0,0,0.015281581,0
3,1,0.275,0,0,0.014102261,1
3,0,0.275,0,0,0.015175789,1
1,1,0.775,0,0,0.051822149,0
1,0,0.6,1,0,0.077294052,1
1,1,0.3625,0,0,0.444099224,0
1,0,0.4875,1,1,0.155466446,1
3,0,0.45,1,0,0.033962538,1
3,1,0.3625,0,0,0.015126993,0
3,1,0.5,0,0,0.015411575,0
2,1,0.35,0,0,0.026350245,0
3,1,0.3625,0,0,0.015712554,0
3,0,0.3625,0,0,0.015712554,0
3,1,0.3,2,0,0.047137661,0
3,1,0.2375,0,0,0.015411575,0
3,0,0.3625,0,4,0.04113566,0
3,1,0.3625,0,0,0.014110459,0
3,1,0.4,0,0,0.015330377,1
2,1,0.775,0,0,0.020494635,1
1,0,0.6625,2,0,0.100480707,1
1,1,0.45,0,0,0.05150497,1
3,0,0.3625,0,0,0.015126993,1
3,1,0.2,0,0,0.015712554,0
3,1,0.2375,0,0,0.028302115,0
2,0,0.425,0,0,0.02537431,1
1,0,0.4875,1,0,0.109109533,1
3,0,0.3625,1,0,0.028220722,0
3,1,0.4,0,0,0.01546857,1
2,0,0.3125,1,1,0.0585561,1
1,0,0.4875,1,1,0.216429788,1
2,1,0.675,0,0,0.05074862,0
1,1,0.45,0,0,0.078318784,0
3,1,0.3625,0,0,0.017005667,0
1,0,0.225,0,2,0.155466446,1
2,1,0.5875,0,0,0.02927805,0
1,1,0.75,1,1,0.154588105,1
3,1,0.275,0,0,0.015712554,0
3,1,0.3625,0,0,0.015712554,0
3,1,0.4375,0,0,0.013907074,0
1,0,0.65,1,0,0.152766424,1
3,1,0.5875,0,0,0.014151058,0
3,0,0.3625,0,2,0.015126993,0
2,1,0.4625,1,0,0.05074862,0
3,1,0.45,1,1,0.047137661,0
2,0,0.3625,0,0,0.06441171,1
3,1,0.6125,0,0,0,0
3,1,0.3625,0,0,0.014102261,0
1,1,0.6125,1,0,0.111118398,1
2,0,0.3,2,1,0.05270049,1
3,1,0.3625,0,0,0.015411575,0
1,1,0.3625,0,0,0.082759288,0
3,1,0.55,0,0,0.015712554,0
1,1,0.4375,0,0,0.051822149,1
3,1,0.45,1,0,0.030351579,0
3,1,0.375,0,0,0.015411575,0
1,1,0.3375,0,0,0.059532035,1
2,0,0.275,1,2,0.081157193,1
1,0,0.5,0,0,0.299538851,1
3,0,0.4875,1,5,0.061044735,0
3,1,0.3625,0,0,0.013760684,0
3,0,0.3625,1,0,0.030253985,1
3,1,0.3625,0,0,0.015126993,0
3,1,0.4375,0,0,0.015712554,0
2,0,0.3,1,2,0.126871551,1
3,1,0.425,1,1,0.028106928,0
3,0,0.325,1,0,0.031425107,0
2,0,0.05,2,1,0.07612293,1
2,1,0.325,0,0,0.020494635,0
3,1,0.3375,1,0,0.028212719,0
1,1,0.525,1,0,0.102578967,1
3,1,0.25,1,1,0.030725752,1
3,1,0.2625,0,0,0.015330377,0
3,1,0.2625,0,0,0.031425107,0
1,1,0.7625,0,0,0.063086,0
2,1,0.7125,0,0,0.024105595,0
1,0,0.2625,0,0,0.152164468,1
3,1,0.325,0,0,0.015411575,0
3,1,0.3625,0,0,0.015094396,0
1,1,1,0,0,0.0585561,1
3,1,0.6375,0,0,0.013768881,0
1,1,0.4,0,0,0.059532035,1
1,1,0.3625,0,0,0,0
3,0,0.1125,3,2,0.054457173,0
2,0,0.35,0,0,0.02537431,1
3,1,0.4,0,0,0.01546857,0
2,1,0.3875,1,1,0.051236588,0
3,0,0.5125,0,5,0.077464841,0
3,1,0.3625,1,0,0.031425107,0
3,1,0.25,0,0,0.015330377,0
1,0,0.3,0,0,0.135264592,1
3,0,0.025,3,2,0.054457173,0
3,1,0.3625,0,0,0.110272458,1
3,0,0,2,1,0.037589698,1
1,1,0.6,1,0,0.149765424,1
3,1,0.2375,0,0,0.015411575,0
1,1,0.7,0,0,0.069291385,1
3,1,0.3625,0,0,0.014736619,0
3,0,0.2875,0,0,0.014736619,1
3,1,0.3625,0,0,0.015411575,0
2,0,0.225,0,1,0.04489301,1
3,1,0.2625,0,0,0.016460705,0
3,0,0.3625,0,0,0.015281581,1
3,0,0.225,0,0,0.013175123,0
2,1,0.3,2,0,0.143462446,0
3,1,0.3625,0,0,0.015411575,0
3,0,0.4,1,1,0.030253985,0
2,1,0.2875,0,0,0.02537431,0
1,1,0.725,0,2,0.221098075,0
1,1,0.625,2,0,0.260867427,1
3,1,0.5,0,0,0.014102261,0
1,1,0.5875,0,0,0.049943474,0
3,1,0.45,0,0,0.014630827,0
3,1,0.25,1,0,0.01546857,1
2,1,0.4,2,0,0.143462446,0
2,1,0.3125,0,0,0.02537431,0
3,1,0.3625,0,0,0.015175789,0
3,1,0.5375,0,0,0.015712554,0
1,0,0.3625,1,0,0.10149724,1
2,0,0.5,1,1,0.07612293,1
1,1,0.3875,1,0,0.10149724,0
2,1,0.875,0,0,0.020494635,0
2,1,0.3875,0,0,0.02537431,1
2,1,0.3625,0,0,0,0
3,1,0.225,0,0,0.015175789,0
3,1,0.3,0,0,0.015712554,0
3,0,0.225,0,0,0.019209719,1
3,0,0.5375,1,6,0.091542703,0
1,1,0.45,0,1,1,1
3,0,0.3625,0,0,0.015883342,0
