Pclass,Sex,Age,SibSp,Parch,Fare,Survived
3,1,0.1875,1,1,0.014110459,0
3,1,0.3125,1,0,0.034743286,0
3,1,0.3625,0,0,0.014102261,0
3,1,0.35,0,0,0.018542765,0
2,0,0.475,0,0,0.02537431,0
3,1,0.5,1,4,0.054457173,0
2,1,0.3625,1,0,0.054107398,0
3,0,0.5625,0,1,0.028212719,0
3,1,0.4375,0,0,0.013760684,0
3,1,0.3625,1,0,0.030253985,0
3,1,0.375,0,0,0.014151058,0
3,1,0.225,1,0,0.012678957,0
3,1,0.2375,0,0,0.015712554,0
1,1,0.275,0,0,0.26473857,0
3,0,0.0375,3,1,0.04113566,0
1,1,0.3375,0,2,0.412820507,0
3,1,0.25,0,0,0.007831878,0
3,1,0.2375,0,0,0.015175789,0
3,1,0.4,0,0,0.01546857,0
3,1,0.3625,0,0,0.015411575,0
2,1,0.225,0,0,0.143462446,0
3,1,0.0125,5,2,0.091542703,0
3,1,0.3625,0,0,0.015086394,0
3,1,0.35,2,0,0.01546857,0
3,1,0.275,0,0,0.015216388,0
3,0,0.3875,0,0,0.015330377,0
2,1,0.575,0,0,0.05074862,0
2,1,0.2875,0,0,0.020494635,0
3,1,0.325,0,0,0.015712554,0
3,0,0.2625,1,0,0.019177123,0
3,1,0.35,1,0,0.03093714,0
3,0,0.25,0,0,0.016908074,0
2,1,0.425,1,0,0.04098927,0
3,1,0.6375,0,0,0.015126993,0
3,1,0.2625,0,0,0.015175789,0
3,0,0.3625,3,1,0.049707688,0
3,1,0.3625,0,0,0.015411575,0
3,1,0.3625,0,0,0.01338651,0
2,1,0.3625,0,0,0,0
3,0,0.3625,0,0,0.015712554,0
2,1,0.375,0,0,0.02537431,0
3,0,0.125,0,2,0.047137661,0
3,1,0.3625,0,0,0.015411575,0
3,1,0.2625,0,0,0.015094396,0
3,1,0.3625,0,0,0.015370976,0
3,0,0.35,1,1,0.028106928,0
3,1,0.225,1,1,0.039452173,0
3,1,0.3625,0,0,0.014151058,0
3,1,0.3625,0,0,0.015126993,0
3,1,0.2125,0,0,0.013907074,0
1,1,0.625,1,0,0.109109533,0
3,0,0.2625,2,2,0.067095532,0
1,1,0.8,1,4,0.513341812,0
2,1,0.3875,0,0,0.020494635,0
3,1,0.25,0,0,0.018542765,0
3,1,0.3125,1,0,0.015175789,0
2,1,0.45,1,2,0.054164393,0
3,1,0.3625,1,0,0.038972403,0
1,1,0.375,0,0,0.054164393,0
3,1,0.3625,0,0,0.015712554,0
1,1,0.8125,0,0,0.051822149,0
3,1,0.3625,0,0,0.015126993,0
3,1,0.425,0,0,0.015712554,0
1,1,0.5875,0,0,0.075146995,0
2,1,0.6,0,0,0.02537431,0
3,1,0.3625,0,0,0.015712554,0
3,1,0.475,0,0,0.013760684,0
2,1,0.3625,0,0,0,0
1,1,0.7,0,0,0.051822149,0
3,1,0.3625,0,0,0.015078196,0
3,1,0.3625,0,0,0.014151058,0
3,1,0.475,0,0,0.016908074,0
3,0,0.275,0,0,0.019201521,0
1,1,0.3625,0,0,0.10149724,0
2,1,0.425,1,0,0.04098927,0
3,1,0.3625,1,0,0.013752486,0
3,1,0.275,0,0,0.014679624,0
3,1,0.1125,5,2,0.091542703,0
2,1,0.3625,0,0,0,0
3,1,0.625,0,0,0.015712554,0
3,0,0.3625,3,1,0.049707688,0
1,1,0.725,0,0,0.057970539,0
3,1,0.375,0,0,0.015712554,0
3,1,0.3625,1,0,0.038972403,0
3,1,0.2625,0,0,0.014151058,0
1,1,0.6875,0,0,0.059532035,0
1,1,0.8875,0,0,0.096625763,0
3,1,0.2625,0,0,0.015712554,0
3,1,0.3625,0,0,0.028220722,0
3,1,0.3625,0,0,0.029473237,0
1,0,0.3125,1,2,0.2958059,0
3,1,0.3,0,0,0.015216388,0
3,1,0.2125,0,0,0.016908074,0
3,0,0.2625,0,0,0.015126993,0
3,0,0.3625,0,0,0.014891207,0
3,0,0.4625,0,0,0.018713554,0
1,1,0.225,1,0,0.212558644,0
3,1,0.35,0,0,0.043965872,0
3,1,0.3625,0,0,0.015712554,0
3,1,0.3,0,0,0.014630827,0
1,1,0.5875,0,0,0.066404179,0
3,1,0.3625,0,0,0.047137661,0
3,1,0.4,0,0,0.015411575,0
3,1,0.275,0,0,0.015411575,0
3,1,0.3625,0,0,0.014102261,0
3,1,0.3625,0,0,0.014110459,0
3,1,0.5,0,0,0.015126993,0
1,1,0.3625,0,0,0.432884169,0
3,1,0.4875,0,0,0.01546857,0
2,1,0.2875,2,1,0.022446505,0
3,1,0.3625,0,0,0.014110459,0
3,1,0.2125,1,1,0.014110459,0
3,0,0.375,0,0,0.016908074,0
1,1,0.5625,0,0,0.051822149,0
3,1,0.3625,0,0,0.028302115,0
3,0,0.1125,4,2,0.061044735,0
3,0,0.1375,4,2,0.061044735,0
1,1,0.625,1,0,0.207727766,0
1,1,0.8,0,0,0.05074862,0
3,1,0.4125,1,1,0.040062132,0
2,1,0.3375,0,0,0.05074862,0
3,1,0.3625,0,0,0.015281581,0
1,1,0.775,0,0,0.051822149,0
1,1,0.3625,0,0,0.444099224,0
3,1,0.3625,0,0,0.015126993,0
3,1,0.5,0,0,0.015411575,0
2,1,0.35,0,0,0.026350245,0
3,1,0.3625,0,0,0.015712554,0
3,0,0.3625,0,0,0.015712554,0
3,1,0.3,2,0,0.047137661,0
3,1,0.2375,0,0,0.015411575,0
3,0,0.3625,0,4,0.04113566,0
3,1,0.3625,0,0,0.014110459,0
3,1,0.2,0,0,0.015712554,0
3,1,0.2375,0,0,0.028302115,0
3,0,0.3625,1,0,0.028220722,0
2,1,0.675,0,0,0.05074862,0
1,1,0.45,0,0,0.078318784,0
3,1,0.3625,0,0,0.017005667,0
2,1,0.5875,0,0,0.02927805,0
3,1,0.275,0,0,0.015712554,0
3,1,0.3625,0,0,0.015712554,0
3,1,0.4375,0,0,0.013907074,0
3,1,0.5875,0,0,0.014151058,0
3,0,0.3625,0,2,0.015126993,0
2,1,0.4625,1,0,0.05074862,0
3,1,0.45,1,1,0.047137661,0
3,1,0.6125,0,0,0,0
3,1,0.3625,0,0,0.014102261,0
3,1,0.3625,0,0,0.015411575,0
1,1,0.3625,0,0,0.082759288,0
3,1,0.55,0,0,0.015712554,0
3,1,0.45,1,0,0.030351579,0
3,1,0.375,0,0,0.015411575,0
3,0,0.4875,1,5,0.061044735,0
3,1,0.3625,0,0,0.013760684,0
3,1,0.3625,0,0,0.015126993,0
3,1,0.4375,0,0,0.015712554,0
3,1,0.425,1,1,0.028106928,0
3,0,0.325,1,0,0.031425107,0
2,1,0.325,0,0,0.020494635,0
3,1,0.3375,1,0,0.028212719,0
3,1,0.2625,0,0,0.015330377,0
3,1,0.2625,0,0,0.031425107,0
1,1,0.7625,0,0,0.063086,0
2,1,0.7125,0,0,0.024105595,0
3,1,0.325,0,0,0.015411575,0
3,1,0.3625,0,0,0.015094396,0
3,1,0.6375,0,0,0.013768881,0
1,1,0.3625,0,0,0,0
3,0,0.1125,3,2,0.054457173,0
3,1,0.4,0,0,0.01546857,0
2,1,0.3875,1,1,0.051236588,0
3,0,0.5125,0,5,0.077464841,0
3,1,0.3625,1,0,0.031425107,0
3,1,0.25,0,0,0.015330377,0
3,0,0.025,3,2,0.054457173,0
3,1,0.2375,0,0,0.015411575,0
3,1,0.3625,0,0,0.014736619,0
3,1,0.3625,0,0,0.015411575,0
3,1,0.2625,0,0,0.016460705,0
3,0,0.225,0,0,0.013175123,0
2,1,0.3,2,0,0.143462446,0
3,1,0.3625,0,0,0.015411575,0
3,0,0.4,1,1,0.030253985,0
2,1,0.2875,0,0,0.02537431,0
1,1,0.725,0,2,0.221098075,0
3,1,0.5,0,0,0.014102261,0
1,1,0.5875,0,0,0.049943474,0
3,1,0.45,0,0,0.014630827,0
2,1,0.4,2,0,0.143462446,0
2,1,0.3125,0,0,0.02537431,0
3,1,0.3625,0,0,0.015175789,0
3,1,0.5375,0,0,0.015712554,0
1,1,0.3875,1,0,0.10149724,0
2,1,0.875,0,0,0.020494635,0
2,1,0.3625,0,0,0,0
3,1,0.225,0,0,0.015175789,0
3,1,0.3,0,0,0.015712554,0
3,0,0.5375,1,6,0.091542703,0
3,0,0.3625,0,0,0.015883342,0
3,1,0.25,0,0,0.018006001,0
3,1,0.175,5,2,0.091542703,0
2,1,0.75,1,1,0.07612293,0
2,1,0.3125,1,2,0.081157193,0
3,1,0.175,4,1,0.077464841,0
3,1,0.2375,0,0,0.019852079,0
3,1,0.225,0,0,0.015216388,0
3,1,0.3125,0,0,0.014102261,0
1,1,0.75,0,0,0.051822149,0
2,1,0.65,0,0,0.026350245,0
3,1,0.55,0,0,0.015712554,0
1,1,0.6125,1,1,0.216429788,0
3,1,0.525,0,0,0.014931806,0
3,0,0.225,0,1,0.028212719,0
3,1,0.3125,0,0,0.015110792,0
3,1,0.325,1,0,0.015330377,0
2,1,0.4875,0,0,0.05074862,0
1,1,0.3625,0,0,0.051822149,0
3,1,0.3625,0,0,0.018510169,0
2,1,0.65,0,0,0.02537431,0
3,1,0.2375,0,0,0.014931806,0
3,1,0.3625,0,0,0.030253985,0
3,1,0.4125,0,0,0.015175789,0
3,1,0.2125,1,0,0.013768881,0
2,1,0.425,0,0,0.02537431,0
2,1,0.625,0,0,0.02537431,0
3,1,0.25,0,0,0.016908074,0
2,1,0.3125,1,0,0.05074862,0
3,0,0.3125,1,0,0.01546857,0
3,1,0.1375,0,0,0.036670758,0
2,1,0.3625,0,0,0,0
2,1,0.2875,0,0,0.02537431,0
2,1,0.2875,0,0,0.02537431,0
3,1,0.35,0,0,0.031425107,0
3,0,0.6,1,3,0.067095532,0
3,1,0.3625,0,0,0.015411575,0
3,1,0.3625,0,0,0.015411575,0
1,1,0.45,1,0,0.15390495,0
3,1,0.3,1,0,0.031425107,0
1,1,0.875,1,1,0.138582771,0
3,1,0.2,1,1,0.039525368,0
1,1,0.2375,1,0,0.103644297,0
3,1,0.3875,0,0,0.015126993,0
3,1,0.4125,0,0,0.018542765,0
3,1,0.2875,0,0,0.015411575,0
3,1,0.35,0,0,0.015216388,0
2,1,0.225,0,0,0.022446505,0
3,1,0.425,0,0,0.015712554,0
3,1,0.3625,0,0,0.028302115,0
3,1,0.5125,0,0,0.013907074,0
3,1,0.2,0,0,0.015175789,0
1,1,0.3625,0,0,0.077294052,0
3,0,0.375,0,0,0.015126993,0
3,1,0.3625,1,0,0.047137661,0
3,1,0.4,0,0,0.016322513,0
3,1,0.3,0,0,0.018542765,0
3,1,0.6,0,0,0.015330377,0
2,0,0.7125,0,0,0.020494635,0
3,1,0.3625,0,0,0.014102261,0
3,1,0.225,0,0,0.015126993,0
3,1,0.3625,0,0,0.015126993,0
3,1,0.3625,0,0,0.015102594,0
1,1,0.3625,0,0,0.0585561,0
3,1,0.3625,1,2,0.045771352,0
3,1,0.3125,0,0,0.013760684,0
3,1,0.3125,0,0,0.014151058,0
3,1,0.1,4,1,0.056848214,0
1,1,0.575,0,0,0.154588105,0
3,1,0.3625,0,0,0.015126993,0
2,1,0.2,0,0,0.05074862,0
3,0,0.3625,8,2,0.135752559,0
1,1,0.3625,0,0,0.059914211,0
3,1,0.3125,0,0,0.015411575,0
2,1,0.4875,0,0,0.02537431,0
3,1,0.375,0,0,0.014110459,0
3,0,0.375,1,1,0.047137661,0
2,1,0.425,0,0,0.02537431,0
3,1,0.3875,0,0,0.015175789,0
1,1,0.4875,0,0,0,0
3,0,0.225,0,0,0.015175789,0
2,1,0.4875,0,0,0.02537431,0
3,1,0.325,0,0,0.015395375,0
3,1,0.4875,0,0,0.047137661,0
2,1,0.4375,0,0,0.020494635,0
3,0,0.075,4,2,0.061044735,0
3,1,0.375,0,0,0.015712554,0
1,1,0.3625,0,0,0,0
3,0,0.2875,0,0,0.01546857,0
2,1,0.3875,1,1,0.072227388,0
3,1,0.5375,0,0,0.012589562,0
3,1,0.125,3,2,0.054457173,0
1,1,0.475,0,0,0,0
3,1,0.025,4,1,0.077464841,0
3,1,0.3625,0,0,0.013565497,0
3,1,0.3625,0,0,0.110272458,0
3,1,0.3625,0,0,0.014110459,0
3,1,0.2875,0,0,0.015330377,0
3,1,0.225,0,0,0.016200521,0
3,1,0.2625,0,0,0.016908074,0
3,1,0.3625,0,0,0.015712554,0
3,1,0.25,0,0,0.01546857,0
2,1,0.2,0,0,0.020494635,0
3,1,0.425,0,0,0.012565163,0
3,1,0.2125,0,0,0.016908074,0
3,1,0.525,0,0,0.014736619,0
3,1,0.3625,8,2,0.135752559,0
3,1,0.4375,0,0,0.015411575,0
2,1,0.35,0,1,0.06441171,0
3,1,0.05,4,2,0.061044735,0
3,1,0.925,0,0,0.015175789,0
3,0,0.1125,1,1,0.02975782,0
2,0,0.55,1,0,0.05074862,0
3,1,0.3625,0,0,0.014110459,0
3,1,0.5125,2,0,0.027537568,0
2,1,0.2625,1,0,0.022446505,0
3,0,0.3625,8,2,0.135752559,0
2,1,0.3,0,0,0.02537431,0
1,1,0.3875,0,0,0.098561238,0
3,1,0.3625,0,0,0.018542765,0
3,1,0.325,0,0,0.015411575,0
1,1,0.4125,0,0,0.00975935,0
3,1,0.5875,0,0,0.01756683,0
3,1,0.25,0,0,0.019217722,0
3,1,0.2375,0,0,0.015411575,0
3,1,0.3625,0,0,0.015411575,0
3,1,0.4125,0,0,0.015411575,0
3,0,0.275,0,0,0.020527231,0
2,1,0.35,0,0,0.020494635,0
3,1,0.3125,0,0,0.013760684,0
3,0,0.4875,0,5,0.056848214,0
2,1,0.3375,0,0,0.02537431,0
3,0,0.3625,1,2,0.045771352,0
3,1,0.4,0,0,0.015126993,0
